171;966;9.900000;446;small
172;1906;9.900000;419;small
173;1711;9.900000;433;small
174;166;9.900000;409;small
175;2011;9.900000;427;small
176;2372;9.900000;470;small
177;2061;9.900000;482;small
178;2260;9.900000;409;small
179;303;9.900000;572;small
180;651;9.900000;478;small
181;1755;9.900000;557;small
182;459;9.900000;560;small
183;2540;9.900000;534;small
184;1013;9.900000;587;small
185;2299;9.900000;584;small
186;619;9.900000;567;small
187;1966;9.900000;585;small
188;71;9.900000;571;small
189;2129;9.900000;614;small
190;795;9.900000;595;small
191;1676;9.900000;666;small
192;943;9.900000;695;small
193;2341;9.900000;708;small
194;1892;9.900000;666;small
195;465;9.900000;683;small
196;670;9.900000;661;small
197;2703;9.900000;674;small
198;2034;9.900000;797;small
199;813;9.900000;727;small
200;2501;9.900000;771;small
201;137;9.900000;730;small
202;564;9.900000;785;small
203;729;9.900000;810;small
204;237;9.900000;848;small
205;895;9.900000;834;small
206;2164;9.900000;773;small
207;2395;9.900000;894;small
208;2662;9.900000;864;small
209;2268;9.900000;915;small
210;477;9.900000;896;small
211;1817;9.900000;927;small
212;772;9.900000;922;small
213;2004;9.900000;920;small
214;2119;9.900000;896;small
215;624;9.900000;932;small
216;258;9.900000;1012;small
217;2437;9.900000;1037;small
218;429;9.900000;1009;small
219;1919;9.900000;951;small
220;1419;9.900000;1039;small
221;1547;9.900000;1042;small
222;2682;9.900000;1072;small
223;1264;9.900000;1069;small
224;612;9.900000;1065;small
225;750;9.900000;1084;small
226;2031;9.900000;1067;small
227;2182;9.900000;1061;small
228;2341;9.900000;1104;small
229;96;9.900000;1096;small
230;1843;9.900000;1097;small
231;2395;9.900000;1175;small
232;1922;9.900000;1106;small
233;259;9.900000;1142;small
234;1010;9.900000;1116;small
235;1456;9.900000;1165;small
236;403;9.900000;1210;small
237;537;9.900000;1187;small
238;1998;9.900000;1175;small
239;1345;9.900000;1219;small
240;1613;9.900000;1213;small
241;1865;9.900000;1180;small
242;855;9.900000;1224;small
243;676;9.900000;1278;small
244;2226;9.900000;1226;small
245;61;9.900000;1346;small
246;1483;9.900000;1259;small
247;2146;9.900000;1301;small
248;1290;9.900000;1270;small
249;2465;9.900000;1268;small
250;1828;9.900000;1289;small
251;1983;9.900000;1277;small
252;258;9.900000;1344;small
253;2064;9.900000;1387;small
254;1270;9.900000;1376;small
255;630;9.900000;1388;small
256;2677;9.900000;1459;small
257;2430;9.900000;1420;small
258;1805;9.900000;1401;small
259;1640;9.900000;1402;small
260;783;9.900000;1485;small
261;1944;9.900000;1437;small
262;1480;9.900000;1454;small
263;2105;9.900000;1502;small
264;406;9.900000;1440;small
265;902;9.900000;1486;small
266;1871;9.900000;1539;small
267;2277;9.900000;1522;small
268;558;9.900000;1540;small
269;705;9.900000;1573;small
270;1595;9.900000;1573;small
271;157;9.900000;1586;small
272;1999;9.900000;1579;small
273;881;9.900000;1599;small
274;345;9.900000;1671;small
275;2687;9.900000;1785;small
276;1655;9.900000;1766;small
277;790;9.900000;1667;small
278;2489;9.900000;1671;small
279;524;9.900000;1713;small
280;2059;9.900000;1741;small
281;183;9.900000;1766;small
282;705;9.900000;1762;small
283;1894;9.900000;1796;small
284;888;9.900000;1770;small
285;2289;9.900000;1727;small
286;2168;9.900000;1705;small
287;1757;9.900000;1831;small
288;1554;9.900000;1823;small
289;571;9.900000;1898;small
290;845;9.900000;1805;small
291;407;9.900000;1892;small
292;183;9.900000;1856;small
293;768;9.900000;1935;small
294;1665;9.900000;1959;small
295;2470;9.900000;1977;small
296;2016;9.900000;1915;small
297;1958;9.900000;1996;small
298;2360;9.900000;1878;small
299;928;9.900000;1940;small
300;675;9.900000;1956;small
301;2786;9.900000;1921;small
302;1319;9.900000;2002;small
303;472;9.900000;2011;small
304;1786;9.900000;1991;small
305;1493;9.900000;1925;small
306;2647;9.900000;1975;small
307;86;9.900000;1940;small
308;1531;9.900000;2006;small
309;1056;9.900000;2005;small
310;2194;9.900000;1956;small
311;262;9.900000;2000;small
312;831;9.900000;2016;small
313;1196;9.900000;2001;small
314;834;9.900000;1998;small
